year,m,g,o
2006,5,0.183450,0.411230
2006,5,0.235990,1.369190
2006,5,0.244950,0.023550
2006,5,0.268440,0.265390
2006,5,0.585530,0.298600
2006,5,0.816300,0.268120
2006,5,1.316850,0.000000
2006,5,2.592990,0.956470
2006,5,7.359000,11.616000
2006,6,0.000000,0.000000
2006,6,0.000000,0.000000
2006,6,0.000000,0.000580
2006,6,0.000000,0.007760
2006,6,0.000000,0.049450
2006,6,0.000000,0.049730
2006,6,0.000000,0.061270
2006,6,0.000000,0.061520
2006,6,0.000000,0.122720
2006,6,0.000000,0.129230
2006,6,0.000000,1.079460
2006,6,0.000020,0.000370
2006,6,0.000870,0.007400
2006,6,0.001150,0.010460
2006,6,0.002310,0.088370
2006,6,0.002460,0.041560
2006,6,0.002630,0.094170
2006,6,0.002780,0.070330
2006,6,0.003430,0.027780
2006,6,0.004490,0.000000
2006,6,0.005050,0.032430
2006,6,0.006120,0.081480
2006,6,0.006730,0.711210
2006,6,0.006830,0.139610
2006,6,0.007770,0.137310
2006,6,0.008330,0.307300
2006,6,0.009930,0.001360
2006,6,0.011130,0.482270
2006,6,0.011520,0.053360
2006,6,0.013690,0.027920
2006,6,0.014330,0.017240
2006,6,0.025370,0.421490
2006,6,0.034200,0.654540
2006,6,0.049160,0.579760
2006,6,0.053510,0.420410
2006,6,0.060720,0.260190
2006,6,0.061250,0.338850
2006,6,0.065160,0.345950
2006,6,0.098580,0.019630
2006,6,0.126490,0.136060
2006,6,0.131520,0.026320
2006,6,0.131730,0.512090
2006,6,0.143100,0.208730
2006,6,0.143830,0.243090
2006,6,0.147180,0.000000
2006,6,0.149150,0.000000
2006,6,0.195860,0.000000
2006,6,0.218060,0.022300
2006,6,0.229630,1.324220
2006,6,0.525580,0.266370
2006,6,0.722220,0.317360
2006,6,2.222530,0.712260
2006,6,5.656000,10.703000
2007,1,0.000000,0.000000
2007,1,0.000000,0.000000
2007,1,0.000000,0.000910
2007,1,0.000000,0.006580
2007,1,0.000000,0.040350
2007,1,0.000000,0.042990
2007,1,0.000000,0.045220
2007,1,0.000000,0.067490
2007,1,0.000000,0.085920
2007,1,0.000000,0.101600
2007,1,0.000000,0.108350
2007,1,0.000000,0.214640
2007,1,0.000000,1.119120
2007,1,0.000030,0.088680
2007,1,0.001390,0.036710
2007,1,0.004070,0.136560
2007,1,0.004500,0.032510
2007,1,0.004610,0.050170
2007,1,0.005650,0.187840
2007,1,0.005720,0.782940
2007,1,0.007960,0.096950
2007,1,0.008620,0.032460
2007,1,0.009300,0.014060
2007,1,0.010330,0.390440
2007,1,0.012010,0.082080
2007,1,0.012700,0.022550
2007,1,0.013220,0.050280
2007,1,0.015000,0.472470
2007,1,0.015270,0.002890
2007,1,0.018780,0.329090
2007,1,0.035580,0.484020
2007,1,0.037630,0.118080
2007,1,0.038590,0.254220
2007,1,0.041030,0.559200
2007,1,0.055370,0.257350
2007,1,0.056060,0.000000
2007,1,0.057580,0.014400
2007,1,0.061460,0.320500
2007,1,0.069040,0.315830
2007,1,0.078670,0.015500
2007,1,0.142800,0.507660
2007,1,0.153670,0.061430
2007,1,0.157890,0.240120
2007,1,0.157970,0.365130
2007,1,0.203120,0.019030
2007,1,0.221390,1.274580
2007,1,0.270260,0.135610
2007,1,0.282030,0.314350
2007,1,0.367970,0.253560
2007,1,1.117950,0.660450
2007,1,1.193840,0.000000
2007,1,3.132920,0.880740
2007,1,8.082000,11.694000
2007,2,0.000000,0.000000
2007,2,0.000000,0.000000
2007,2,0.000000,0.000230
2007,2,0.000000,0.006150
2007,2,0.000000,0.033620
2007,2,0.000000,0.037180
2007,2,0.000000,0.037710
2007,2,0.000000,0.056310
2007,2,0.000000,0.071420
2007,2,0.000000,0.083540
2007,2,0.000000,0.088400
2007,2,0.000000,0.194340
2007,2,0.000000,0.947750
2007,2,0.000130,0.076390
2007,2,0.000270,0.114460
2007,2,0.001340,0.037330
2007,2,0.001660,0.045910
2007,2,0.004530,0.030700
2007,2,0.004720,0.046150
2007,2,0.005740,0.023110
2007,2,0.007070,0.189960
2007,2,0.007100,0.088830
2007,2,0.007590,0.738560
2007,2,0.009100,0.016920
2007,2,0.009550,0.356620
2007,2,0.011370,0.080700
2007,2,0.011640,0.042660
2007,2,0.015330,0.017530
2007,2,0.016060,0.431900
2007,2,0.016840,0.298570
2007,2,0.019900,0.002970
2007,2,0.030810,0.099440
2007,2,0.032990,0.424620
2007,2,0.037980,0.529130
2007,2,0.042950,0.299680
2007,2,0.049750,0.237640
2007,2,0.052690,0.000000
2007,2,0.054320,0.295650
2007,2,0.057420,0.275860
2007,2,0.100720,0.018820
2007,2,0.128050,0.338450
2007,2,0.140580,0.056260
2007,2,0.145170,0.454790
2007,2,0.147440,0.208710
2007,2,0.168320,0.015320
2007,2,0.198360,1.120620
2007,2,0.250690,0.127830
2007,2,0.289410,0.325060
2007,2,0.327180,0.258060
2007,2,0.974300,0.583280
2007,2,1.066850,0.000000
2007,2,2.889050,0.802250
2007,2,7.335000,10.667000
2007,3,0.000000,0.000000
2007,3,0.000000,0.000000
2007,3,0.000000,0.000000
2007,3,0.000000,0.008110
2007,3,0.000000,0.031580
2007,3,0.000000,0.040880
2007,3,0.000000,0.054810
2007,3,0.000000,0.065660
2007,3,0.000000,0.076500
2007,3,0.000000,0.081260
2007,3,0.000000,0.102830
2007,3,0.000000,0.203920
2007,3,0.000000,1.104220
2007,3,0.000120,0.087570
2007,3,0.000420,0.143170
2007,3,0.001870,0.052150
2007,3,0.001960,0.766940
2007,3,0.003560,0.022670
2007,3,0.004590,0.125730
2007,3,0.004760,0.049870
2007,3,0.005030,0.002960
2007,3,0.005880,0.091620
2007,3,0.006120,0.031540
2007,3,0.007050,0.009020
2007,3,0.009360,0.018150
2007,3,0.009790,0.387770
2007,3,0.009830,0.220860
2007,3,0.012670,0.089920
2007,3,0.012860,0.047480
2007,3,0.014260,0.103600
2007,3,0.017580,0.480840
2007,3,0.021990,0.358550
2007,3,0.027600,0.480510
2007,3,0.035950,0.580750
2007,3,0.041570,0.302930
2007,3,0.048570,0.251560
2007,3,0.050430,0.295880
2007,3,0.052260,0.000000
2007,3,0.060120,0.278540
2007,3,0.065420,0.012850
2007,3,0.106590,0.010440
2007,3,0.118410,0.368390
2007,3,0.132180,0.210630
2007,3,0.141120,0.051620
2007,3,0.149000,0.440910
2007,3,0.204910,1.201750
2007,3,0.279880,0.140920
2007,3,0.292020,0.331710
2007,3,0.348800,0.276050
2007,3,0.849440,0.581830
2007,3,1.122600,0.000000
2007,3,3.269410,0.830340
2007,3,7.546000,11.508000
2007,4,0.000000,0.000000
2007,4,0.000000,0.000000
2007,4,0.000000,0.005440
2007,4,0.000000,0.028150
2007,4,0.000000,0.039010
2007,4,0.000000,0.051150
2007,4,0.000000,0.061180
2007,4,0.000000,0.071270
2007,4,0.000000,0.071380
2007,4,0.000000,0.093950
2007,4,0.000000,0.200640
2007,4,0.000000,0.687450
2007,4,0.000000,1.134760
2007,4,0.000090,0.084180
2007,4,0.000710,0.115130
2007,4,0.001300,0.574550
2007,4,0.002310,0.063610
2007,4,0.003410,0.121290
2007,4,0.003880,0.022720
2007,4,0.003930,0.042300
2007,4,0.005620,0.028430
2007,4,0.007260,0.001030
2007,4,0.007370,0.013970
2007,4,0.007780,0.002440
2007,4,0.008020,0.096340
2007,4,0.008810,0.323050
2007,4,0.010370,0.018770
2007,4,0.010500,0.226530
2007,4,0.014240,0.057700
2007,4,0.014380,0.426130
2007,4,0.014590,0.127140
2007,4,0.020090,0.355800
2007,4,0.026780,0.474610
2007,4,0.036450,0.115880
2007,4,0.038910,0.290610
2007,4,0.046820,0.000000
2007,4,0.055680,0.324190
2007,4,0.059190,0.288100
2007,4,0.060590,0.254810
2007,4,0.105270,0.022600
2007,4,0.136240,0.216240
2007,4,0.150770,0.060620
2007,4,0.190390,0.360630
2007,4,0.192030,0.018590
2007,4,0.202200,1.147330
2007,4,0.255150,0.463360
2007,4,0.281810,0.143050
2007,4,0.320670,0.358750
2007,4,0.359610,0.250500
2007,4,1.062900,0.000000
2007,4,1.110110,0.589410
2007,4,3.484680,0.801550
2007,4,8.321000,11.326000
2007,5,0.000000,0.000000
2007,5,0.000000,0.000000
2007,5,0.000000,0.000000
2007,5,0.000000,0.000240
2007,5,0.000000,0.001050
2007,5,0.000000,0.007210
2007,5,0.000000,0.027880
2007,5,0.000000,0.031620
2007,5,0.000000,0.049830
2007,5,0.000000,0.060780
2007,5,0.000000,0.068380
2007,5,0.000000,0.069870
2007,5,0.000000,0.082440
2007,5,0.000000,0.160490
2007,5,0.000000,0.190680
2007,5,0.000000,0.425370
2007,5,0.000000,0.482600
2007,5,0.000000,1.032910
2007,5,0.000020,0.002900
2007,5,0.000490,0.064840
2007,5,0.001580,0.045220
2007,5,0.003550,0.042650
2007,5,0.003700,0.108010
2007,5,0.003700,0.123400
2007,5,0.003810,0.628720
2007,5,0.004800,0.029010
2007,5,0.004830,0.025760
2007,5,0.007920,0.215340
2007,5,0.008120,0.102340
2007,5,0.008900,0.001180
2007,5,0.010080,0.017250
2007,5,0.012590,0.114140
2007,5,0.014440,0.058040
2007,5,0.015280,0.325730
2007,5,0.015340,0.486950
2007,5,0.037410,0.118360
2007,5,0.038600,0.327950
2007,5,0.044360,0.401750
2007,5,0.049010,0.228100
2007,5,0.049750,0.240160
2007,5,0.050030,0.016750
2007,5,0.060970,0.000000
2007,5,0.061400,0.326800
2007,5,0.075170,0.016620
2007,5,0.141580,0.187830
2007,5,0.148980,0.013480
2007,5,0.157040,0.062670
2007,5,0.176540,0.355660
2007,5,0.201570,1.125530
2007,5,0.256900,0.290430
2007,5,0.387830,0.255440
2007,5,1.146410,0.606660
2007,5,1.176650,0.000000
2007,5,2.478300,0.813410
2007,5,6.858000,10.470000
2007,6,0.000000,0.000000
2007,6,0.000000,0.000000
2007,6,0.000000,0.000000
2007,6,0.000000,0.000000
2007,6,0.000000,0.007540
2007,6,0.000000,0.010240
2007,6,0.000000,0.018970
2007,6,0.000000,0.029480
2007,6,0.000000,0.031220
2007,6,0.000000,0.052300
2007,6,0.000000,0.068250
2007,6,0.000000,0.073640
2007,6,0.000000,0.196900
2007,6,0.000000,0.898100
2007,6,0.000170,0.007900
2007,6,0.000900,0.044180
2007,6,0.001070,0.032170
2007,6,0.001230,0.136090
2007,6,0.001370,0.008830
2007,6,0.001390,0.007710
2007,6,0.001930,0.003390
2007,6,0.002890,0.090570
2007,6,0.002950,0.043030
2007,6,0.003370,0.004120
2007,6,0.003700,0.019230
2007,6,0.005110,0.676520
2007,6,0.005420,0.465130
2007,6,0.005580,0.088560
2007,6,0.006120,0.372780
2007,6,0.007410,0.077200
2007,6,0.008640,0.000980
2007,6,0.009200,0.229970
2007,6,0.011560,0.058480
2007,6,0.013820,0.468500
2007,6,0.014500,0.091170
2007,6,0.016990,0.305950
2007,6,0.018260,0.104730
2007,6,0.022360,0.006110
2007,6,0.029530,0.160870
2007,6,0.033360,0.464700
2007,6,0.036820,0.005580
2007,6,0.048260,0.318200
2007,6,0.056110,0.000000
2007,6,0.056400,0.324610
2007,6,0.076480,0.473170
2007,6,0.094050,0.008590
2007,6,0.097350,0.245530
2007,6,0.169710,0.067590
2007,6,0.174760,0.181690
2007,6,0.258630,0.292390
2007,6,0.322210,0.277550
2007,6,0.856370,0.558810
2007,6,1.115490,0.000000
2007,6,2.266830,0.790910
2007,6,5.858000,8.900000
2008,1,0.000000,0.000000
2008,1,0.000000,0.000000
2008,1,0.000000,0.006430
2008,1,0.000000,0.006660
2008,1,0.000000,0.013340
2008,1,0.000000,0.029580
2008,1,0.000000,0.050100
2008,1,0.000000,0.052440
2008,1,0.000000,0.055140
2008,1,0.000000,0.073180
2008,1,0.000000,0.887810
2008,1,0.000020,0.051730
2008,1,0.000470,0.068960
2008,1,0.000660,0.753790
2008,1,0.001080,0.057000
2008,1,0.001780,0.193630
2008,1,0.002580,0.057590
2008,1,0.002820,0.033800
2008,1,0.003710,0.029580
2008,1,0.003710,0.155530
2008,1,0.004290,0.025600
2008,1,0.005730,0.086440
2008,1,0.009330,0.350580
2008,1,0.011220,0.017470
2008,1,0.012100,0.001650
2008,1,0.012840,0.075090
2008,1,0.014400,0.066460
2008,1,0.015140,0.456070
2008,1,0.017260,0.023120
2008,1,0.017650,0.090680
2008,1,0.019600,0.295920
2008,1,0.022140,0.275320
2008,1,0.024480,0.464950
2008,1,0.032190,0.000000
2008,1,0.034930,0.482660
2008,1,0.037600,0.361400
2008,1,0.042580,0.241440
2008,1,0.043890,0.408550
2008,1,0.048770,0.228330
2008,1,0.052000,0.259860
2008,1,0.052960,0.000000
2008,1,0.082390,0.164990
2008,1,0.101120,0.021090
2008,1,0.116500,0.022740
2008,1,0.118150,0.061580
2008,1,0.153580,0.061620
2008,1,0.154490,0.090800
2008,1,0.158540,0.013130
2008,1,0.192370,1.072650
2008,1,0.331080,0.322780
2008,1,0.356030,0.429720
2008,1,0.387340,0.257010
2008,1,0.767780,0.000000
2008,1,0.994500,0.553410
2008,1,1.123410,0.000000
2008,1,3.636460,0.784850
2008,1,9.222000,10.644000
2008,2,0.000000,0.000000
2008,2,0.000000,0.000000
2008,2,0.000000,0.000000
2008,2,0.000000,0.004840
2008,2,0.000000,0.006380
2008,2,0.000000,0.012230
2008,2,0.000000,0.026300
2008,2,0.000000,0.049090
2008,2,0.000000,0.049090
2008,2,0.000000,0.050070
2008,2,0.000000,0.055300
2008,2,0.000000,0.055360
2008,2,0.000000,0.064640
2008,2,0.000000,0.785340
2008,2,0.000070,0.064880
2008,2,0.000240,0.170590
2008,2,0.001100,0.057950
2008,2,0.001120,0.146590
2008,2,0.001380,0.008450
2008,2,0.002170,0.049040
2008,2,0.002530,0.032720
2008,2,0.003150,0.025730
2008,2,0.004190,0.081760
2008,2,0.006520,0.809030
2008,2,0.007370,0.296670
2008,2,0.009600,0.014470
2008,2,0.010300,0.074370
2008,2,0.013570,0.060540
2008,2,0.013700,0.397190
2008,2,0.015330,0.002130
2008,2,0.016970,0.019840
2008,2,0.017560,0.097810
2008,2,0.018060,0.110900
2008,2,0.019930,0.233290
2008,2,0.024450,0.294070
2008,2,0.033550,0.324410
2008,2,0.039230,0.447590
2008,2,0.041370,0.447940
2008,2,0.042530,0.255390
2008,2,0.044080,0.000000
2008,2,0.044210,0.209720
2008,2,0.111250,0.020390
2008,2,0.111280,0.021540
2008,2,0.124550,0.126810
2008,2,0.140940,0.011780
2008,2,0.182830,0.074000
2008,2,0.183140,1.004040
2008,2,0.218600,0.000000
2008,2,0.326000,0.300260
2008,2,0.326560,0.367120
2008,2,0.349260,0.379520
2008,2,0.350940,0.177280
2008,2,0.354460,0.211180
2008,2,0.759800,0.000000
2008,2,0.790280,0.458760
2008,2,1.058090,0.000000
2008,2,3.374500,0.657090
2008,2,9.197000,9.701000
2008,3,0.000000,0.000000
2008,3,0.000000,0.000000
2008,3,0.000000,0.006960
2008,3,0.000000,0.006980
2008,3,0.000000,0.013980
2008,3,0.000000,0.026580
2008,3,0.000000,0.042620
2008,3,0.000000,0.048760
2008,3,0.000000,0.049730
2008,3,0.000000,0.056260
2008,3,0.000000,0.060160
2008,3,0.000000,0.166870
2008,3,0.000000,0.838430
2008,3,0.000090,0.068880
2008,3,0.000740,0.038500
2008,3,0.001270,0.074650
2008,3,0.001330,0.051870
2008,3,0.002300,0.084410
2008,3,0.002470,0.074670
2008,3,0.002960,0.036410
2008,3,0.003110,0.020860
2008,3,0.003240,0.026420
2008,3,0.005780,0.164430
2008,3,0.008260,0.313150
2008,3,0.009350,0.015790
2008,3,0.011110,0.001550
2008,3,0.012330,0.019630
2008,3,0.013410,0.424270
2008,3,0.015030,0.061230
2008,3,0.016350,0.760490
2008,3,0.022300,0.324050
2008,3,0.022480,0.121500
2008,3,0.023540,0.260880
2008,3,0.034400,0.331080
2008,3,0.036630,0.428710
2008,3,0.037980,0.000000
2008,3,0.041210,0.467960
2008,3,0.045300,0.273420
2008,3,0.046760,0.261730
2008,3,0.051030,0.286010
2008,3,0.053560,0.021800
2008,3,0.075530,0.014680
2008,3,0.076860,0.015560
2008,3,0.124610,0.183290
2008,3,0.127830,0.000000
2008,3,0.143170,0.012840
2008,3,0.189280,1.039190
2008,3,0.202790,0.089870
2008,3,0.271670,0.294010
2008,3,0.358480,0.217750
2008,3,0.448950,0.497120
2008,3,0.457450,0.392360
2008,3,0.481350,0.229100
2008,3,0.758110,0.000000
2008,3,0.954050,0.510820
2008,3,1.033860,0.000000
2008,3,3.355560,0.716810
2008,3,9.584000,10.545000
2008,4,0.000000,0.000000
2008,4,0.000000,0.000000
2008,4,0.000000,0.002770
2008,4,0.000000,0.005770
2008,4,0.000000,0.007360
2008,4,0.000000,0.007580
2008,4,0.000000,0.008490
2008,4,0.000000,0.013360
2008,4,0.000000,0.032420
2008,4,0.000000,0.040620
2008,4,0.000000,0.046350
2008,4,0.000000,0.049450
2008,4,0.000000,0.051250
2008,4,0.000000,0.165240
2008,4,0.000000,0.769840
2008,4,0.000070,0.447610
2008,4,0.000230,0.064590
2008,4,0.000430,0.022320
2008,4,0.001820,0.167490
2008,4,0.002450,0.034630
2008,4,0.002700,0.035690
2008,4,0.002930,0.019290
2008,4,0.002970,0.025330
2008,4,0.007580,0.075760
2008,4,0.008230,0.326300
2008,4,0.009230,0.542340
2008,4,0.011280,0.016680
2008,4,0.012000,0.240650
2008,4,0.013590,0.059960
2008,4,0.013650,0.001680
2008,4,0.013730,0.389340
2008,4,0.013890,0.014670
2008,4,0.021300,0.452000
2008,4,0.022000,0.131370
2008,4,0.022980,0.244540
2008,4,0.027540,0.299540
2008,4,0.034810,0.003050
2008,4,0.042780,0.255500
2008,4,0.048270,0.296270
2008,4,0.050280,0.259550
2008,4,0.051650,0.000000
2008,4,0.082290,0.016880
2008,4,0.089100,0.014580
2008,4,0.127470,0.185690
2008,4,0.134360,0.000000
2008,4,0.150540,0.061660
2008,4,0.165240,0.083750
2008,4,0.170940,0.998040
2008,4,0.215060,0.174490
2008,4,0.216530,0.241490
2008,4,0.393670,0.424800
2008,4,0.516950,0.242730
2008,4,0.657450,0.417460
2008,4,0.824060,0.000000
2008,4,0.889990,0.512630
2008,4,1.076900,0.000000
2008,4,2.430170,0.694220
2008,4,8.579000,9.695000
2008,5,0.000000,0.000000
2008,5,0.000000,0.000000
2008,5,0.000000,0.003860
2008,5,0.000000,0.007430
2008,5,0.000000,0.014090
2008,5,0.000000,0.026410
2008,5,0.000000,0.046820
2008,5,0.000000,0.048200
2008,5,0.000000,0.049830
2008,5,0.000000,0.053350
2008,5,0.000000,0.809690
2008,5,0.000030,0.050760
2008,5,0.000170,0.185350
2008,5,0.000230,0.175460
2008,5,0.000300,0.052340
2008,5,0.000590,0.054060
2008,5,0.002070,0.020340
2008,5,0.002160,0.206800
2008,5,0.002260,0.032310
2008,5,0.003920,0.035970
2008,5,0.003940,0.022850
2008,5,0.004940,0.080960
2008,5,0.007360,0.305630
2008,5,0.008590,0.449240
2008,5,0.013300,0.014880
2008,5,0.013660,0.054520
2008,5,0.013720,0.393650
2008,5,0.013930,0.126890
2008,5,0.014400,0.018820
2008,5,0.014460,0.088540
2008,5,0.016040,0.002030
2008,5,0.020580,0.259280
2008,5,0.023640,0.137910
2008,5,0.027580,0.327860
2008,5,0.028490,0.727840
2008,5,0.032640,0.478120
2008,5,0.044560,0.253020
2008,5,0.047710,0.292820
2008,5,0.049590,0.265380
2008,5,0.055880,0.000000
2008,5,0.063560,0.000000
2008,5,0.092870,0.007710
2008,5,0.095190,0.016740
2008,5,0.111000,0.021610
2008,5,0.125420,0.181550
2008,5,0.159000,0.078430
2008,5,0.164320,0.067880
2008,5,0.178500,1.030870
2008,5,0.268330,0.280930
2008,5,0.322180,0.357580
2008,5,0.334010,0.297060
2008,5,0.391030,0.438530
2008,5,0.532970,0.254470
2008,5,0.871130,0.000000
2008,5,1.080270,0.545980
2008,5,1.093730,0.000000
2008,5,1.320690,0.708920
2008,5,7.671000,10.462000
2008,6,0.000000,0.000000
2008,6,0.000000,0.000000
2008,6,0.000000,0.000000
2008,6,0.000000,0.007160
2008,6,0.000000,0.007870
2008,6,0.000000,0.011910
2008,6,0.000000,0.025010
2008,6,0.000000,0.038990
2008,6,0.000000,0.042740
2008,6,0.000000,0.044010
2008,6,0.000000,0.045360
2008,6,0.000000,0.056340
2008,6,0.000000,0.103590
2008,6,0.000000,0.116300
2008,6,0.000000,0.191140
2008,6,0.000000,0.728740
2008,6,0.000260,0.054410
2008,6,0.000320,0.144280
2008,6,0.000330,0.005130
2008,6,0.000610,0.031310
2008,6,0.000840,0.020730
2008,6,0.001530,0.449800
2008,6,0.002430,0.024730
2008,6,0.002480,0.043410
2008,6,0.002850,0.078800
2008,6,0.005540,0.267690
2008,6,0.005590,0.039440
2008,6,0.006830,0.242920
2008,6,0.008010,0.054170
2008,6,0.008540,0.294690
2008,6,0.010580,0.235300
2008,6,0.012480,0.015200
2008,6,0.014810,0.103000
2008,6,0.016770,0.001880
2008,6,0.018430,0.023680
2008,6,0.021290,0.313390
2008,6,0.030920,0.338310
2008,6,0.032260,0.194840
2008,6,0.035940,0.216170
2008,6,0.037850,0.221330
2008,6,0.040970,0.045210
2008,6,0.045500,0.002780
2008,6,0.048370,0.000000
2008,6,0.055000,0.788030
2008,6,0.081370,0.016010
2008,6,0.085580,0.017050
2008,6,0.100420,0.059640
2008,6,0.142680,0.860510
2008,6,0.157010,0.064650
2008,6,0.239230,0.323900
2008,6,0.254140,0.283330
2008,6,0.311620,0.129220
2008,6,0.396170,0.193240
2008,6,0.408900,0.446410
2008,6,0.779360,0.000000
2008,6,0.947750,0.000000
2008,6,1.062580,0.520110
2008,6,1.573290,0.669390
2008,6,7.007000,9.253000
2009,1,0.000000,0.000000
2009,1,0.000000,0.000000
2009,1,0.000000,0.006940
2009,1,0.000000,0.007560
2009,1,0.000000,0.009920
2009,1,0.000000,0.026480
2009,1,0.000000,0.027170
2009,1,0.000000,0.033100
2009,1,0.000000,0.035730
2009,1,0.000000,0.066490
2009,1,0.000000,0.894850
2009,1,0.000300,0.057760
2009,1,0.000330,0.018050
2009,1,0.000400,0.046470
2009,1,0.000760,0.046570
2009,1,0.001060,0.106040
2009,1,0.001110,0.021940
2009,1,0.001490,0.671080
2009,1,0.002110,0.031210
2009,1,0.002650,0.027160
2009,1,0.004600,0.172450
2009,1,0.005150,0.027480
2009,1,0.005990,0.120000
2009,1,0.007200,0.061470
2009,1,0.008060,0.347760
2009,1,0.009280,0.002660
2009,1,0.009740,0.313980
2009,1,0.011740,0.039740
2009,1,0.013840,0.452790
2009,1,0.013890,0.021060
2009,1,0.018040,0.002140
2009,1,0.019600,0.022280
2009,1,0.020260,0.157780
2009,1,0.021690,0.009090
2009,1,0.025230,0.248460
2009,1,0.025500,0.334730
2009,1,0.028980,0.172250
2009,1,0.031460,0.269200
2009,1,0.032420,0.325470
2009,1,0.032580,0.365850
2009,1,0.040160,0.241110
2009,1,0.043230,0.000000
2009,1,0.043700,0.251740
2009,1,0.045950,0.453040
2009,1,0.057640,0.207700
2009,1,0.079520,0.038540
2009,1,0.101430,0.018020
2009,1,0.106640,0.018600
2009,1,0.138660,0.039490
2009,1,0.143230,0.169000
2009,1,0.173160,1.012910
2009,1,0.182150,0.214530
2009,1,0.202410,0.087320
2009,1,0.255700,0.021320
2009,1,0.303550,0.304140
2009,1,0.341280,0.000000
2009,1,0.636570,0.503430
2009,1,0.924960,0.000000
2009,1,0.945140,0.476370
2009,1,1.733240,0.000000
2009,1,10.473000,10.390000
2009,1,3.618800,0.731360
2009,2,0.000000,0.000000
2009,2,0.000000,0.000000
2009,2,0.000000,0.005960
2009,2,0.000000,0.006350
2009,2,0.000000,0.009260
2009,2,0.000000,0.020070
2009,2,0.000000,0.027670
2009,2,0.000000,0.030360
2009,2,0.000000,0.033100
2009,2,0.000000,0.062760
2009,2,0.000000,0.777450
2009,2,0.000100,0.040810
2009,2,0.000400,0.021540
2009,2,0.000460,0.041770
2009,2,0.000460,0.052900
2009,2,0.000520,0.020050
2009,2,0.001110,0.097850
2009,2,0.001360,0.027410
2009,2,0.002130,0.022970
2009,2,0.003360,0.019960
2009,2,0.003910,0.153850
2009,2,0.006480,0.564770
2009,2,0.007170,0.056780
2009,2,0.007460,0.320720
2009,2,0.007510,0.137000
2009,2,0.008720,0.281140
2009,2,0.009870,0.405540
2009,2,0.010080,0.030860
2009,2,0.013280,0.019350
2009,2,0.013940,0.017740
2009,2,0.014600,0.001760
2009,2,0.017560,0.159490
2009,2,0.023370,0.010920
2009,2,0.025540,0.272320
2009,2,0.026430,0.236460
2009,2,0.026640,0.252400
2009,2,0.028720,0.403380
2009,2,0.029290,0.284440
2009,2,0.033770,0.207950
2009,2,0.036430,0.000000
2009,2,0.039320,0.398050
2009,2,0.039380,0.230510
2009,2,0.045960,0.020810
2009,2,0.051310,0.220890
2009,2,0.082290,0.015650
2009,2,0.090510,0.015400
2009,2,0.104870,0.138940
2009,2,0.140740,0.068080
2009,2,0.149700,0.892950
2009,2,0.150300,0.041960
2009,2,0.164190,0.013420
2009,2,0.225650,0.189840
2009,2,0.228460,0.269620
2009,2,0.251510,0.281650
2009,2,0.329570,0.169580
2009,2,0.429850,0.000000
2009,2,0.446680,0.459180
2009,2,0.923700,0.000000
2009,2,0.991670,0.483620
2009,2,1.627880,0.000000
2009,2,3.082960,0.608190
2009,2,9.957000,9.653000
2009,3,0.000000,0.000000
2009,3,0.000000,0.000000
2009,3,0.000000,0.006130
2009,3,0.000000,0.006530
2009,3,0.000000,0.011750
2009,3,0.000000,0.027830
2009,3,0.000000,0.032990
2009,3,0.000000,0.034210
2009,3,0.000000,0.040590
2009,3,0.000000,0.056110
2009,3,0.000000,0.059080
2009,3,0.000000,0.892070
2009,3,0.000210,0.023310
2009,3,0.000280,0.014210
2009,3,0.000360,0.059230
2009,3,0.000990,0.022760
2009,3,0.001280,0.108430
2009,3,0.001470,0.026690
2009,3,0.001700,0.022170
2009,3,0.003540,0.021160
2009,3,0.004830,0.154980
2009,3,0.005920,0.145140
2009,3,0.007590,0.057980
2009,3,0.008620,0.346110
2009,3,0.009280,0.300730
2009,3,0.009470,0.651110
2009,3,0.011660,0.036610
2009,3,0.012240,0.017550
2009,3,0.014170,0.022050
2009,3,0.014910,0.443980
2009,3,0.017860,0.002190
2009,3,0.018850,0.159740
2009,3,0.021220,0.189510
2009,3,0.023040,0.234910
2009,3,0.025540,0.315080
2009,3,0.026080,0.009920
2009,3,0.032260,0.321170
2009,3,0.034230,0.228060
2009,3,0.035800,0.010510
2009,3,0.041580,0.000000
2009,3,0.041800,0.446030
2009,3,0.046030,0.255730
2009,3,0.050170,0.220440
2009,3,0.057010,0.444640
2009,3,0.061510,0.023020
2009,3,0.083750,0.015420
2009,3,0.111570,0.018750
2009,3,0.142490,0.162600
2009,3,0.151360,0.517440
2009,3,0.152760,0.046030
2009,3,0.161920,0.072170
2009,3,0.174570,1.029990
2009,3,0.192100,0.018010
2009,3,0.229920,0.281040
2009,3,0.263250,0.203710
2009,3,0.268340,0.294150
2009,3,0.369830,0.173570
2009,3,0.494150,0.000000
2009,3,0.952670,0.000000
2009,3,1.076550,0.503050
2009,3,1.690350,0.000000
2009,3,2.659070,0.763790
2009,3,9.816000,10.602000
2009,4,0.000000,0.000000
2009,4,0.000000,0.000000
2009,4,0.000000,0.000000
2009,4,0.000000,0.004950
2009,4,0.000000,0.006450
2009,4,0.000000,0.010830
2009,4,0.000000,0.016950
2009,4,0.000000,0.029280
2009,4,0.000000,0.030380
2009,4,0.000000,0.040350
2009,4,0.000000,0.062290
2009,4,0.000000,0.976960
2009,4,0.000050,0.000710
